#         t          x          y          z         vx         vy         vz
      8.955    -27.765    -45.977    -43.684   -224.982    241.307     34.956
      8.956    -27.990    -45.736    -43.649   -224.737    241.724     35.356
      8.957    -28.215    -45.494    -43.613   -224.489    242.140     35.756
      8.958    -28.439    -45.252    -43.577   -224.238    242.555     36.158
      8.959    -28.663    -45.009    -43.541   -223.985    242.969     36.560
      8.960    -28.887    -44.766    -43.504   -223.729    243.382     36.963
      8.961    -29.110    -44.522    -43.467   -223.470    243.794     37.367
      8.962    -29.334    -44.278    -43.429   -223.208    244.205     37.772
      8.963    -29.557    -44.034    -43.391   -222.944    244.615     38.177
      8.964    -29.780    -43.789    -43.353   -222.677    245.024     38.584
      8.965    -30.002    -43.544    -43.314   -222.407    245.432     38.991
      8.966    -30.225    -43.298    -43.275   -222.134    245.838     39.399
      8.967    -30.446    -43.052    -43.235   -221.859    246.244     39.807
      8.968    -30.668    -42.805    -43.195   -221.581    246.648     40.217
      8.969    -30.890    -42.559    -43.155   -221.300    247.051     40.627
      8.970    -31.111    -42.311    -43.114   -221.017    247.453     41.038
      8.971    -31.332    -42.064    -43.073   -220.730    247.854     41.449
      8.972    -31.552    -41.816    -43.031   -220.441    248.253     41.861
      8.973    -31.773    -41.567    -42.989   -220.149    248.651     42.274
      8.974    -31.993    -41.318    -42.947   -219.854    249.048     42.687
      8.975    -32.212    -41.069    -42.904   -219.557    249.443     43.101
      8.976    -32.432    -40.819    -42.860   -219.256    249.838     43.516
      8.977    -32.651    -40.569    -42.817   -218.953    250.230     43.931
      8.978    -32.870    -40.319    -42.773   -218.648    250.621     44.347
      8.979    -33.088    -40.068    -42.728   -218.339    251.011     44.764
      8.980    -33.306    -39.817    -42.683   -218.027    251.400     45.181
      8.981    -33.524    -39.565    -42.638   -217.713    251.787     45.598
      8.982    -33.742    -39.313    -42.592   -217.396    252.172     46.016
      8.983    -33.959    -39.061    -42.546   -217.076    252.556     46.435
      8.984    -34.176    -38.808    -42.499   -216.754    252.938     46.854
      8.985    -34.392    -38.555    -42.452   -216.428    253.319     47.273
      8.986    -34.609    -38.302    -42.404   -216.100    253.698     47.693
      8.987    -34.825    -38.048    -42.357   -215.769    254.075     48.114
      8.988    -35.040    -37.794    -42.308   -215.436    254.451     48.534
      8.989    -35.256    -37.539    -42.259   -215.099    254.825     48.956
      8.990    -35.470    -37.284    -42.210   -214.760    255.198     49.377
      8.991    -35.685    -37.028    -42.161   -214.418    255.568     49.799
      8.992    -35.899    -36.773    -42.111   -214.073    255.937     50.222
      8.993    -36.113    -36.517    -42.060   -213.726    256.305     50.645
      8.994    -36.327    -36.260    -42.009   -213.376    256.670     51.068
      8.995    -36.540    -36.003    -41.958   -213.023    257.034     51.491
      8.996    -36.753    -35.746    -41.906   -212.667    257.395     51.915
      8.997    -36.965    -35.488    -41.854   -212.308    257.755     52.338
      8.998    -37.177    -35.231    -41.802   -211.947    258.113     52.763
      8.999    -37.389    -34.972    -41.749   -211.583    258.469     53.187
      9.000    -37.601    -34.714    -41.695   -211.217    258.823     53.612
      9.001    -37.812    -34.455    -41.642   -210.847    259.176     54.036
      9.002    -38.022    -34.195    -41.587   -210.475    259.526     54.461
      9.003    -38.233    -33.936    -41.533   -210.101    259.874     54.886
      9.004    -38.442    -33.676    -41.478   -209.723    260.220     55.312
      9.005    -38.652    -33.415    -41.422   -209.343    260.564     55.737
      9.006    -38.861    -33.154    -41.366   -208.960    260.906     56.163
      9.007    -39.070    -32.893    -41.310   -208.575    261.246     56.588
      9.008    -39.278    -32.632    -41.253   -208.187    261.584     57.014
      9.009    -39.486    -32.370    -41.196   -207.796    261.920     57.439
      9.010    -39.694    -32.108    -41.138   -207.403    262.253     57.865
      9.011    -39.901    -31.846    -41.080   -207.007    262.585     58.291
      9.012    -40.108    -31.583    -41.021   -206.608    262.914     58.716
      9.013    -40.314    -31.320    -40.963   -206.207    263.241     59.142
      9.014    -40.520    -31.056    -40.903   -205.803    263.566     59.568
      9.015    -40.726    -30.793    -40.843   -205.397    263.888     59.993
      9.016    -40.931    -30.529    -40.783   -204.988    264.208     60.418
      9.017    -41.136    -30.264    -40.723   -204.577    264.526     60.844
      9.018    -41.340    -30.000    -40.661   -204.163    264.842     61.269
      9.019    -41.544    -29.735    -40.600   -203.746    265.155     61.694
      9.020    -41.748    -29.469    -40.538   -203.327    265.465     62.119
      9.021    -41.951    -29.204    -40.476   -202.906    265.774     62.543
      9.022    -42.154    -28.938    -40.413   -202.482    266.080     62.968
      9.023    -42.356    -28.671    -40.350   -202.055    266.383     63.392
      9.024    -42.558    -28.405    -40.286   -201.627    266.684     63.816
      9.025    -42.759    -28.138    -40.222   -201.195    266.983     64.239
      9.026    -42.960    -27.871    -40.158   -200.762    267.279     64.662
      9.027    -43.161    -27.604    -40.093   -200.325    267.573     65.085
      9.028    -43.361    -27.336    -40.028   -199.887    267.864     65.508
      9.029    -43.560    -27.068    -39.962   -199.446    268.153     65.930
      9.030    -43.760    -26.800    -39.896   -199.003    268.439     66.352
      9.031    -43.958    -26.531    -39.829   -198.557    268.722     66.774
      9.032    -44.157    -26.262    -39.762   -198.109    269.003     67.195
      9.033    -44.355    -25.993    -39.695   -197.659    269.281     67.615
      9.034    -44.552    -25.724    -39.627   -197.207    269.557     68.035
      9.035    -44.749    -25.454    -39.559   -196.752    269.830     68.455
      9.036    -44.946    -25.184    -39.490   -196.295    270.100     68.874
      9.037    -45.142    -24.914    -39.421   -195.836    270.368     69.293
      9.038    -45.337    -24.643    -39.351   -195.374    270.633     69.711
      9.039    -45.532    -24.372    -39.282   -194.911    270.895     70.128
      9.040    -45.727    -24.101    -39.211   -194.445    271.155     70.545
      9.041    -45.921    -23.830    -39.140   -193.977    271.412     70.961
      9.042    -46.115    -23.559    -39.069   -193.507    271.666     71.377
      9.043    -46.308    -23.287    -38.998   -193.035    271.917     71.792
      9.044    -46.501    -23.015    -38.926   -192.561    272.166     72.206
      9.045    -46.693    -22.742    -38.853   -192.085    272.411     72.620
      9.046    -46.885    -22.470    -38.780   -191.607    272.654     73.033
      9.047    -47.077    -22.197    -38.707   -191.126    272.895     73.445
      9.048    -47.267    -21.924    -38.634   -190.644    273.132     73.857
      9.049    -47.458    -21.651    -38.559   -190.160    273.366     74.267
      9.050    -47.648    -21.377    -38.485   -189.674    273.598     74.677
      9.051    -47.837    -21.104    -38.410   -189.185    273.827     75.086
      9.052    -48.026    -20.830    -38.335   -188.695    274.053     75.494
      9.053    -48.215    -20.556    -38.259   -188.204    274.276     75.902
      9.054    -48.403    -20.281    -38.183   -187.710    274.496     76.308
      9.055    -48.590    -20.007    -38.107   -187.214    274.713     76.714
      9.056    -48.777    -19.732    -38.030   -186.717    274.928     77.119
      9.057    -48.963    -19.457    -37.952   -186.218    275.139     77.523
      9.058    -49.149    -19.181    -37.875   -185.717    275.348     77.925
      9.059    -49.335    -18.906    -37.796   -185.214    275.553     78.327
      9.060    -49.520    -18.630    -37.718   -184.710    275.756     78.728
      9.061    -49.704    -18.354    -37.639   -184.204    275.956     79.128
      9.062    -49.888    -18.078    -37.560   -183.696    276.153     79.527
      9.063    -50.072    -17.802    -37.480   -183.187    276.346     79.925
      9.064    -50.255    -17.526    -37.400   -182.676    276.537     80.322
      9.065    -50.437    -17.249    -37.319   -182.164    276.725     80.718
      9.066    -50.619    -16.972    -37.238   -181.650    276.910     81.112
      9.067    -50.800    -16.695    -37.157   -181.134    277.092     81.506
      9.068    -50.981    -16.418    -37.075   -180.617    277.271     81.898
      9.069    -51.162    -16.141    -36.993   -180.098    277.447     82.290
      9.070    -51.341    -15.863    -36.911   -179.579    277.620     82.680
      9.071    -51.521    -15.586    -36.828   -179.057    277.790     83.069
      9.072    -51.700    -15.308    -36.745   -178.534    277.957     83.456
      9.073    -51.878    -15.030    -36.661   -178.010    278.121     83.843
      9.074    -52.056    -14.751    -36.577   -177.485    278.281     84.228
      9.075    -52.233    -14.473    -36.493   -176.958    278.439     84.613
      9.076    -52.409    -14.195    -36.408   -176.430    278.594     84.995
      9.077    -52.586    -13.916    -36.323   -175.901    278.746     85.377
      9.078    -52.761    -13.637    -36.237   -175.370    278.895     85.757
      9.079    -52.936    -13.358    -36.151   -174.838    279.041     86.136
      9.080    -53.111    -13.079    -36.065   -174.305    279.184     86.514
      9.081    -53.285    -12.800    -35.978   -173.771    279.323     86.890
      9.082    -53.458    -12.520    -35.891   -173.236    279.460     87.265
      9.083    -53.631    -12.241    -35.803   -172.700    279.594     87.639
      9.084    -53.804    -11.961    -35.716   -172.162    279.725     88.011
      9.085    -53.976    -11.681    -35.627   -171.624    279.852     88.382
      9.086    -54.147    -11.401    -35.539   -171.085    279.977     88.752
      9.087    -54.318    -11.121    -35.450   -170.544    280.099     89.120
      9.088    -54.488    -10.841    -35.361   -170.003    280.217     89.486
      9.089    -54.658    -10.561    -35.271   -169.461    280.333     89.851
